SYMBOL,COMPANY,MEETING_DATE,PURPOSE,DETAILS
SIMBHALS,Simbhaoli Sugars Limited,26-Aug-2026,Financial Results,"Simbhaoli Sugars Limited is hereby Informing the exchange about the IRP Convened Meeting Scheduled to be held on Wednesday, 26 August, 2026 to Consider, Review and Take note of the Consolidated Unaudited Financial results for the Quarter ended 30 June, 2026"
TIMETECHNO,Time Technoplast Limited,26-Aug-2026,Other business matters,"To consider and approve and discuss the proposal for merger of TPL Plastech Limited (Transferor Company, listed with BSE Limited & NSE), a subsidiary in which Time Technoplast Limited (Transferee Company) holds a 74.86% stake, subject to obtaining all necessary statutory and regulatory approvals"
TPLPLASTEH,TPL Plastech Limited,26-Aug-2026,Other business matters,"To consider and approve and discuss the proposal for merger of the Company (Transferor Company, i.e. TPL), into Time Technoplast Limited (Transferee Company, listed with BSE Limited & NSE), the holding company which holds a 74.86% stake in TPL, subject to obtaining all necessary statutory and regula"
VIKASECO,Vikas EcoTech Limited,26-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
LAXMIINDIA,Laxmi India Finance Limited,25-Aug-2026,Board Meeting Intimation,LAXMI INDIA FINANCE LIMITED has informed the Exchange about Board Meeting to be held on 25-Aug-2026 to consider Fund raising.
LAXMIINDIA,Laxmi India Finance Limited,25-Aug-2026,Fund Raising,"To consider Fund Raising by way of issue of 50,000 (Fifty Thousand Only) Rated, Listed, Unsubordinated, Secured, Transferable, Redeemable, Non-Convertible Debentures on private placement basis, having face value of INR 10,000/- (Indian Rupees Ten Thousand Only) each aggregating up to INR 50,00,00,00"
SUMEETINDS,Sumeet Industries Limited,09-Sep-2026,Other business matters,To consider other business matters
LATTEYS,Latteys Industries Limited,02-Sep-2026,Board Meeting Intimation,LATTEYS INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 02-Sep-2026 to consider Other business.
LATTEYS,Latteys Industries Limited,02-Sep-2026,Other business matters,To consider other business matters
BESTAGRO,Best Agrolife Limited,01-Sep-2026,Other business matters,"To consider Notice of Annual General Meeting, Annual Report, to fix record date etc"
AFFORDABLE,Affordable Robotic & Automation Limited,31-Aug-2026,Board Meeting Intimation,AFFORDABLE ROBOTIC & AUTOMATION LIMITED has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to consider and approve ESOP/Other business.
AFFORDABLE,Affordable Robotic & Automation Limited,31-Aug-2026,Other business matters,To consider other business matters
MAHASTEEL,Mahamaya Steel Industries Limited,31-Aug-2026,Other business matters,To consider other business matters
ORCHASP,Orchasp Limited,31-Aug-2026,Board Meeting Intimation,ORCHASP LIMITED has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to consider and approve Fund raising/Other business.
ORCHASP,Orchasp Limited,31-Aug-2026,Fund Raising/Other business matters,To consider Fund Raising and other business matters
RMCL,Radha Madhav Corporation Limited,31-Aug-2026,Board Meeting Intimation,Radha Madhav Corporation Limited has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to consider Other business.
RMCL,Radha Madhav Corporation Limited,31-Aug-2026,Other business matters,To consider other business matters Intimation of Board Meeting
CANFINHOME,Can Fin Homes Limited,29-Aug-2026,Board Meeting Intimation,CAN FIN HOMES LIMITED has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider Fund raising.
CANFINHOME,Can Fin Homes Limited,29-Aug-2026,Fund Raising,"1. To consider and approve Borrowing/raising funds by issue of Secured and/or unsecured non-convertible debentures and/or non-convertible subordinated debt Tier-II debentures, in terms of Section 42 of the Companies Act, 2013 read with relevant rules and Securities and Exchange Board of India (Issue"
SETCO,Setco Automotive Limited,29-Aug-2026,Board Meeting Intimation,SETCO AUTOMOTIVE LIMITED has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Other business.
SETCO,Setco Automotive Limited,29-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended March 31, 2026"
STEELCITY,Steel City Securities Limited,29-Aug-2026,Board Meeting Intimation,STEEL CITY SECURITIES LIMITED has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider Dividend.
STEELCITY,Steel City Securities Limited,29-Aug-2026,Dividend/Other business matters,To consider dividend and other business matters
GOLDTECH,AION-TECH SOLUTIONS LIMITED,28-Aug-2026,Board Meeting Intimation,AION-TECH SOLUTIONS LIMITED has informed the Exchange about Board Meeting to be held on 28-Aug-2026 to consider Other business.
GOLDTECH,AION-TECH SOLUTIONS LIMITED,28-Aug-2026,Other business matters,"To Consider and approve the draft Notice of 32nd Annual General Meeting, Director s Report, to fix the date of the Annual General Meeting of the Company and any other item with the permission of chairperson"
FMGOETZE,Federal-Mogul Goetze (India) Limited.,27-Aug-2026,Board Meeting Intimation,FEDERAL-MOGUL GOETZE (INDIA) LIMITED. has informed the Exchange about Board Meeting to be held on 27-Aug-2026 to consider Dividend.
FMGOETZE,Federal-Mogul Goetze (India) Limited.,27-Aug-2026,Dividend,To consider dividend
GENUSPOWER,Genus Power Infrastructures Limited,27-Aug-2026,Board Meeting Intimation,GENUS POWER INFRASTRUCTURES LIMITED has informed the Exchange about Board Meeting to be held on 27-Aug-2026 to consider Dividend.
GENUSPOWER,Genus Power Infrastructures Limited,27-Aug-2026,Dividend,To consider dividend
GESHIP,The Great Eastern Shipping Company Limited,27-Aug-2026,Board Meeting Intimation,The Great Eastern Shipping Company Limited has informed the Exchange about Board Meeting to be held on 27-Aug-2026 to consider Buyback.
GESHIP,The Great Eastern Shipping Company Limited,27-Aug-2026,Buyback,To consider a proposal for buyback for equity shares
IRBINVIT,IRB InvIT Fund,26-Aug-2026,Fund Raising,To consider Fund Raising
VIKASECO,Vikas EcoTech Limited,26-Aug-2026,Board Meeting Intimation,Vikas Ecotech Limited has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MVELECTRO,MV Electrosystems Limited,25-Aug-2026,Board Meeting Intimation,MV ELECTROSYSTEMS LIMITED has informed the Exchange about Board Meeting to be held on 25-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PRUDMOULI,Prudential Sugar Corporation Limited,04-Sep-2026,Board Meeting Intimation,PRUDENTIAL SUGAR CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 04-Sep-2026 to consider Other business.
PRUDMOULI,Prudential Sugar Corporation Limited,04-Sep-2026,Other business matters,"With reference to the above captioned subject matter, we hereby inform you that the meeting of Board of Directors of the Company will be held on Friday, September 04, 2026 at 02:00 P.M. at the Registered Office of the Company, inter-alia, to consider the following agenda: 1. To decided date, time an"
SUMEETINDS,Sumeet Industries Limited,04-Sep-2026,Other business matters,To consider other business matters
MASTERTR,Master Trust Limited,03-Sep-2026,Board Meeting Intimation,MASTER TRUST LIMITED has informed the Exchange about Board Meeting to be held on 03-Sep-2026 to consider Other business.
MASTERTR,Master Trust Limited,03-Sep-2026,Other business matters,"1. TO CONSIDER AND APPROVE THE DIRECTORS  REPORT FOR THE YEAR ENDED 31ST MARCH, 2026. 2. TO CONSIDER AND ADOPT THE SECRETARIAL AUDIT REPORT OF THE COMPANY AND MATERIAL SUBSIDIARY FOR THE YEAR ENDED 31ST MARCH, 2026.3. TO FIX THE DAY, DATE, TIME AND VENUE OF 41ST ANNUAL GENERAL MEETING AND TO APPROVE"
KRISHIVAL,Krishival Foods Limited,02-Sep-2026,Board Meeting Intimation,Krishival Foods Limited has informed the Exchange about Board Meeting to be held on 02-Sep-2026 to consider Other business.
KRISHIVAL,Krishival Foods Limited,02-Sep-2026,Other business matters,Intimation of Board meeting
APOLLOPIPE,Apollo Pipes Limited,31-Aug-2026,Board Meeting Intimation,APOLLO PIPES LIMITED has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to consider Fund raising.
APOLLOPIPE,Apollo Pipes Limited,31-Aug-2026,Fund Raising,To consider Fund Raising
LEAPIND,LEAP India Limited,31-Aug-2026,Board Meeting Intimation,LEAP INDIA LIMITED has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
LEAPIND,LEAP India Limited,31-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MAHASTEEL,Mahamaya Steel Industries Limited,31-Aug-2026,Board Meeting Intimation,MAHAMAYA STEEL INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to consider Other business.
PVRINOX,PVR INOX Limited,31-Aug-2026,Board Meeting Intimation,PVR INOX Limited has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to consider Buyback.
PVRINOX,PVR INOX Limited,31-Aug-2026,Buyback,"PVR INOX Limited has informed the Stock Exchanges that the meeting of the Board of Directors of the Company is scheduled on 31st August, 2026, inter alia, to consider and approve a proposal for buyback of the equity shares of the Company as well as matters incidental and ancillary thereto."
ATAM,Atam Valves Limited,29-Aug-2026,Board Meeting Intimation,ATAM VALVES LIMITED has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider Dividend.
ATAM,Atam Valves Limited,29-Aug-2026,Dividend/Other business matters,To consider and approve the record date for final dividend and other business matters
NGIL,Nakoda Group of Industries Limited,29-Aug-2026,Board Meeting Intimation,NAKODA GROUP OF INDUSTIRES LIMITED has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider Other business.
NGIL,Nakoda Group of Industries Limited,29-Aug-2026,Other business matters,To consider other business matters
SUPREMEENG,Supreme Engineering Limited,29-Aug-2026,Board Meeting Intimation,Supreme Engineering Limited has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
SUPREMEENG,Supreme Engineering Limited,29-Aug-2026,Financial Results/Fund Raising,"To consider and approve the financial results for the Quarter ended Jun 30, 2026 and Fund Raising by issue of equity share on a preferential basis"
GSS,GSS Infotech Limited,28-Aug-2026,Other business matters,"To consider and approve the Date, Time, Notice, Director s Report etc. of the 23rd Annual General Meeting of the Company and other business matters"
MAXESTATES,Max Estates Limited,28-Aug-2026,Board Meeting Intimation,Max Estates Limited has informed the Exchange about Board Meeting to be held on 28-Aug-2026 to consider Fund raising.
MAXESTATES,Max Estates Limited,28-Aug-2026,Fund Raising,"To consider and approve the issue of equity shares of the Company by way of preferential issue, in accordance with the applicable laws and shall be subject to such regulatory/ statutory approvals, as may be required, including the approval of the shareholders of the Company"
MUTHOOTMF,Muthoot Microfin Limited,28-Aug-2026,Board Meeting Intimation,Muthoot Microfin Limited has informed the Exchange about Board Meeting to be held on 28-Aug-2026 to consider Fund raising.
ONEPOINT,One Point One Solutions Limited,28-Aug-2026,Board Meeting Intimation,ONE POINT ONE SOLUTIONS LIMITED has informed the Exchange about Board Meeting to be held on 28-Aug-2026 to consider and approve Fund raising/Other business.
ONEPOINT,One Point One Solutions Limited,28-Aug-2026,Fund Raising/Other business matters,To consider Fund Raising and other business matters
AARTIDRUGS,Aarti Drugs Limited,27-Aug-2026,Board Meeting Intimation,AARTI DRUGS LIMITED has informed the Exchange about Board Meeting to be held on 27-Aug-2026 to consider ESOP.
AARTIDRUGS,Aarti Drugs Limited,27-Aug-2026,Other business matters,"To consider 'Aarti Drugs Limited   Performance Stock Option Plan 2026 ,"
TIMETECHNO,Time Technoplast Limited,26-Aug-2026,Board Meeting Intimation,Time Technoplast Limited has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to consider Other business.
